Title,Authors,Corporate Authors,Editors,Book Editors,Source Title,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Beginning Page,Ending Page,Article Number,DOI,Conference Title,Conference Date,Total Citations,Average per Year,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Clinical trial on the effects of a free-access acidified milk replacer feeding program on the health and growth of dairy replacement heifers and veal calves,"Todd, C. G.; Leslie, K. E.; Millman, S. T.; Bielmann, V.; Anderson, N. G.; Sargeant, J. M.; DeVriesll, T. J.",,,,JOURNAL OF DAIRY SCIENCE,JAN 2017,2017,100,1,,,,713,725,,10.3168/jds.2016-11401,,,11,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,2,0
Virus detection and its association with symptoms during influenza-like illness in a sample of healthy adults enrolled in a randomised controlled vaccine trial,"Howard, Peter F.; McCaw, James M.; Richmond, Peter C.; Nissen, Michael; Sloots, Theo; Lambert, Stephen B.; Lai, Michael; Greenberg, Michael; Nolan, Terry; McVernon, Jodie",,,,INFLUENZA AND OTHER RESPIRATORY VIRUSES,MAY 2013,2013,7,3,,,,330,339,,10.1111/j.1750-2659.2012.00395.x,,,11,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,1,1,2,1,0
Effect of an Inactivated Vaccine Against SARS-CoV-2 on Safety and Immunogenicity Outcomes Interim Analysis of 2 Randomized Clinical Trials,"Xia, Shengli; Duan, Kai; Zhang, Yuntao; Zhao, Dongyang; Zhang, Huajun; Xie, Zhiqiang; Li, Xinguo; Peng, Cheng; Zhang, Yanbo; Zhang, Wei; Yang, Yunkai; Chen, Wei; Gao, Xiaoxiao; You, Wangyang; Wang, Xuewei; Wang, Zejun; Shi, Zhengli; Wang, Yanxia; Yang, Xuqin; Zhang, Lianghao; Huang, Lili; Wang, Qian; Lu, Jia; Yang, Yongli; Guo, Jing; Zhou, Wei; Wan, Xin; Wu, Cong; Wang, Wenhui; Huang, Shihe; Du, Jianhui; Meng, Ziyan; Pan, An; Yuan, Zhiming; Shen, Shuo; Guo, Wanshen; Yang, Xiaoming",,,,JAMA-JOURNAL OF THE AMERICAN MEDICAL ASSOCIATION,SEP 8 2020,2020,324,10,,,,951,960,,10.1001/jama.2020.15543,,,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
A double-blind block randomized clinical trial on the effect of zinc as a treatment for diarrhea in neonatal Holstein calves under natural challenge conditions,"Glover, A. D.; Puschner, B.; Rossow, H. A.; Lehenbauer, T. W.; Champagne, J. D.; Blanchard, P. C.; Aly, S. S.",,,,PREVENTIVE VETERINARY MEDICINE,NOV 1 2013,2013,112,3-4,,,,338,347,,10.1016/j.prevetmed.2013.09.001,,,10,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0
A phase trial of the oral Lactobacillus casei vaccine polarizes Th2 cell immunity against transmissible gastroenteritis coronavirus infection,"Jiang, Xinpeng; Hou, Xingyu; Tang, Lijie; Jiang, Yanping; Ma, Guangpeng; Li, Yijing",,,,APPLIED MICROBIOLOGY AND BIOTECHNOLOGY,SEP 2016,2016,100,17,,,,7457,7469,,10.1007/s00253-016-7424-9,,,9,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,1,0
"Randomized, double-blind, placebo-controlled clinical trial to assess the safety and effectiveness of a novel dual-action oral topical formulation against upper respiratory infections","Mukherjee, Pranab K.; Esper, Frank; Buchheit, Ken; Arters, Karen; Adkins, Ina; Ghannoum, Mahmoud A.; Salata, Robert A.",,,,BMC INFECTIOUS DISEASES,JAN 14 2017,2017,17,,,,,,,74,10.1186/s12879-016-2177-8,,,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
Feasibility of a randomized controlled trial to assess treatment of Middle East Respiratory Syndrome Coronavirus (MERS-CoV) infection in Saudi Arabia: a survey of physicians,"Arabi, Yaseen M.; Al-Enezi, Farhan; Longuere, Kajsa-Stina; Balkhy, Hanan H.; Al-Sultan, Mohamed; Al-Omari, Awad; Al-Hameed, Fahad M.; Carson, Gail; Shindo, Nahoko; Fowler, Robert",,,,BMC ANESTHESIOLOGY,JUL 12 2016,2016,16,,,,,,,36,10.1186/s12871-016-0198-x,,,7,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,0
"Three novel prevention, diagnostic, and treatment options for COVID-19 urgently necessitating controlled randomized trials","Horowitz, Richard, I; Freeman, Phyllis R.",,,,MEDICAL HYPOTHESES,OCT 2020,2020,143,,,,,,,109851,10.1016/j.mehy.2020.109851,,,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
Subcutaneous administration of interferon beta-1a for COVID-19: A non-controlled prospective trial,"Dastan, Farzaneh; Nadji, Seyed Alireza; Saffaei, Ali; Marjani, Majid; Moniri, Afshin; Jamaati, Hamidreza; Hashemian, Seyed MohammadReza; Baghaei, Parvaneh; Abedini, Atefeh; Varahram, Mohammad; Yousefian, Sahar; Tabarsi, Payam",,,,INTERNATIONAL IMMUNOPHARMACOLOGY,AUG 2020,2020,85,,,,,,,106688,10.1016/j.intimp.2020.106688,,,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
The Consequences of the COVID-19 Pandemic on Non-COVID-19 Clinical Trials,"Bagiella, Emilia; Bhatt, Deepak L.; Gaudino, Mario",,,,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,JUL 21 2020,2020,76,3,,,,342,345,,10.1016/j.jacc.2020.05.041,,,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
Covid-19: The inside story of the RECOVERY trial,"Wise, Jacqui; Coombes, Rebecca",,,,BMJ-BRITISH MEDICAL JOURNAL,JUL 8 2020,2020,370,,,,,,,m2670,10.1136/bmj.m2670,,,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
Adapting to a Pandemic - Conducting Oncology Trials during the SARS-CoV-2 Pandemic,"Tan, Aaron C.; Ashley, David M.; Khasraw, Mustafa",,,,CLINICAL CANCER RESEARCH,JUL 2020,2020,26,13,,,,3100,3103,,10.1158/1078-0432.CCR-20-1364,,,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
Anti-cancer therapy and clinical trial considerations for gynecologic oncology patients during the COVID-19 pandemic crisis,"Pothuri, Bhavana; Secord, Angeles Alvarez; Armstrong, Deborah K.; Chan, John; Fader, Amanda N.; Huh, Warner; Kesterson, Joshua; Liu, Joyce F.; Moore, Kathleen; Westin, Shannon N.; Naumann, R. Wendel",,,,GYNECOLOGIC ONCOLOGY,JUL 2020,2020,158,1,,,,16,24,,10.1016/j.ygyno.2020.04.694,,,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
Post-exposure prophylaxis or pre-emptive therapy for severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2): study protocol for a pragmatic randomized-controlled trial,"Lother, Sylvain A.; Abassi, Mahsa; Agostinis, Alyssa; Bangdiwala, Ananta S.; Cheng, Matthew P.; Drobot, Glen; Engen, Nicole; Hullsiek, Kathy H.; Kelly, Lauren E.; Lee, Todd C.; Lofgren, Sarah M.; MacKenzie, Lauren J.; Marten, Nicole; McDonald, Emily G.; Okafor, Elizabeth C.; Pastick, Katelyn A.; Pullen, Matthew F.; Rajasingham, Radha; Schwartz, Ilan; Skipper, Caleb P.; Turgeon, Alexis F.; Zarychanski, Ryan; Boulware, David R.",,,,CANADIAN JOURNAL OF ANESTHESIA-JOURNAL CANADIEN D ANESTHESIE,SEP 2020,2020,67,9,,,,1201,1211,,10.1007/s12630-020-01684-7,,,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
COVID-19: A Brief Overview of the Discovery Clinical Trial,"Vanden Eynde, Jean Jacques",,,,PHARMACEUTICALS,APR 2020,2020,13,4,,,,,,65,10.3390/ph13040065,,,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"Effectiveness of zinc supplementation on diarrhea and average daily gain in pre-weaned dairy calves: A double-blind, block-randomized, placebo-controlled clinical trial","Feldmann, Hillary R.; Williams, Deniece R.; Champagne, John D.; Lehenbauer, Terry W.; Aly, Sharif S.",,,,PLOS ONE,JUL 10 2019,2019,14,7,,,,,,e0219321,10.1371/journal.pone.0219321,,,5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0
Why G3139 works poorly in cancer trials but might work well against HIV,"Parris, George E.",,,,MEDICAL HYPOTHESES,2007,2007,69,3,,,,537,540,,10.1016/j.mehy.2007.01.044,,,5,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0
Adapting to a global pandemic through live virtual delivery of a cancer collaborative trial group conference: The TROG 2020 experience,"McDowell, Lachlan; Goode, Susan; Sundaresan, Puma",,,,JOURNAL OF MEDICAL IMAGING AND RADIATION ONCOLOGY,JUN 2020,2020,64,3,,,,414,421,,10.1111/1754-9485.13047,,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
CORONAVIRUS INFECTION IN THE LABORATORY RAT - IMMUNIZATION TRIALS USING ATTENUATED VIRUS REPLICATED IN L-2 CELLS,"PERCY, DH; SCOTT, RAW",,,,CANADIAN JOURNAL OF VETERINARY RESEARCH-REVUE CANADIENNE DE RECHERCHE VETERINAIRE,JAN 1991,1991,55,1,,,,60,66,,,,,4,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Effect of Recombinant Human Granulocyte Colony-Stimulating Factor for Patients With Coronavirus Disease 2019 (COVID-19) and Lymphopenia A Randomized Clinical Trial,"Cheng, Lin-ling; Guan, Wei-jie; Duan, Chong-yang; Zhang, Nuo-fu; Lei, Chun-liang; Hu, Yu; Chen, Ai-lan; Li, Shi-yue; Zhuo, Chao; Deng, Xi-long; Cheng, Fan-jun; Gao, Yong; Zhang, Jian-heng; Xie, Jia-xing; Peng, Hong; Li, Ying-xian; Wu, Xiao-xiong; Liu, Wen; Peng, Hui; Wang, Jian; Xiao, Guang-ming; Chen, Ping-yan; Wang, Chun-yan; Yang, Zi-feng; Zhao, Jin-cun; Zhong, Nan-shan",,,,JAMA INTERNAL MEDICINE,,2020,,,,,,,,,10.1001/jamainternmed.2020.5503,,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Rationale of a loading dose initiation for hydroxychloroquine treatment in COVID-19 infection in the DisCoVeRy trial,"Le, Minh Patrick; Peiffer-Smadja, Nathan; Guedj, Jeremie; Neant, Nadege; Mentre, France; Ader, Florence; Yazdanpanah, Yazdan; Peytavin, Gilles",C-20-15 DisCoVeRy French Steering,,,JOURNAL OF ANTIMICROBIAL CHEMOTHERAPY,SEP 2020,2020,75,9,,,,2376,2380,,10.1093/jac/dkaa191,,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Challenges in Assessing the Impact of the COVID-19 Pandemic on the Integrity and Interpretability of Clinical Trials,"Akacha, Mouna; Branson, Janice; Bretz, Frank; Dharan, Bharani; Gallo, Paul; Gathmann, Insa; Hemmings, Robert; Jones, Julie; Xi, Dong; Zuber, Emmanuel",,,,STATISTICS IN BIOPHARMACEUTICAL RESEARCH,,2020,,,,,,,,,10.1080/19466315.2020.1788984,,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
PROTECT Trial: A cluster-randomized study with hydroxychloroquine versus observational support for prevention or early-phase treatment of Coronavirus disease (COVID-19): A structured summary of a study protocol for a randomized controlled trial,"Nanni, Oriana; Viale, Pierluigi; Vertogen, Bernadette; Lilli, Claudia; Zingaretti, Chiara; Donati, Caterina; Masini, Carla; Monti, Manuela; Serra, Patrizia; Vespignani, Roberto; Grossi, Veruska; Biggeri, Annibale; Scarpi, Emanuela; Galardi, Francesca; Bertoni, Lucia; Colamartini, Americo; Falcini, Fabio; Altini, Mattia; Massa, Ilaria; Gaggeri, Raffaella; Martinelli, Giovanni",,,,TRIALS,JUL 31 2020,2020,21,1,,,,,,689,10.1186/s13063-020-04527-4,,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Febuxostat therapy in outpatients with suspected COVID-19: A clinical trial,"Davoodi, Lotfollah; Abedi, Seyed Mohammad; Salehifar, Ebrahim; Alizadeh-Navaei, Reza; Rouhanizadeh, Hamed; Khorasani, Ghasemali; Hosseinimehr, Seyed Jalal",,,,INTERNATIONAL JOURNAL OF CLINICAL PRACTICE,,2020,,,,,,,,e13600,10.1111/ijcp.13600,,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Conducting clinical trials in heart failure during (and after) the COVID-19 pandemic: an Expert Consensus Position Paper from the Heart Failure Association (HFA) of the European Society of Cardiology (ESC),"Anker, Stefan D.; Butler, Javed; Khan, Muhammad Shahzeb; Abraham, William T.; Bauersachs, Johann; Bocchi, Edimar; Bozkurt, Biykem; Braunwald, Eugene; Chopra, Vijay K.; Cleland, John G.; Ezekowitz, Justin; Filippatos, Gerasimos; Friede, Tim; Hernandez, Adrian F.; Lam, Carolyn S. P.; Lindenfeld, JoAnn; McMurray, John J. V.; Mehra, Mandeep; Metra, Marco; Packer, Milton; Pieske, Burkert; Pocock, Stuart J.; Ponikowski, Piotr; Rosano, Giuseppe M. C.; Teerlink, John R.; Tsutsui, Hiroyuki; Van Veldhuisen, Dirk J.; Verma, Subodh; Voors, Adriaan A.; Wittes, Janet; Zannad, Faiez; Zhang, Jian; Seferovic, Petar; Coats, Andrew J. S.",,,,EUROPEAN HEART JOURNAL,JUN 7 2020,2020,41,22,,,,2109,2117,,10.1093/eurheartj/ehaa461,,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"Hydrogen/oxygen mixed gas inhalation improves disease severity and dyspnea in patients with Coronavirus disease 2019 in a recent multicenter, open-label clinical trial","Guan, Wei-Jie; Wei, Chun-Hua; Chen, Ai-Lan; Sun, Xiao-Cong; Guo, Guang-Yun; Zou, Xu; Shi, Jin-Dong; Lai, Pei-Zhen; Zheng, Ze-Guang; Zhong, Nan-Shan",,,,JOURNAL OF THORACIC DISEASE,JUN 2020,2020,12,6,,,,3448,3452,,10.21037/jtd-2020-057,,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Core Outcome Set for Clinical Trials of COVID-19 Based on Traditional Chinese and Western Medicine,"Qiu, Ruijin; Zhao, Chen; Liang, Tengxiao; Hao, Xuezeng; Huang, Ya; Zhang, Xiaoyu; Chen, Zhao; Wei, Xuxu; Zhao, Mengzhu; Zhong, Changming; Hu, Jiayuan; Li, Min; Han, Songjie; He, Tianmai; Sun, Yang; Chen, Jing; Shang, Hongcai",,,,FRONTIERS IN PHARMACOLOGY,MAY 25 2020,2020,11,,,,,,,781,10.3389/fphar.2020.00781,,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
