Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,Book DOI,Early Access Date,Number of Pages,WoS Categories,Research Areas,IDS Number,UT (Unique WOS ID),Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,
J,"Nair, AG; Ahiwalay, C; Bacchav, AE; Sheth, T; Lansingh, VC; Vedula, SS; Bhatt, V; Reddy, JC; Vadavalli, PK; Praveen, S; Wairagade, NA; Pettey, J",,,,"Nair, Akshay Gopinathan; Ahiwalay, Chetan; Bacchav, Ashish E.; Sheth, Tejas; Lansingh, Van Charles; Vedula, S. Swaroop; Bhatt, Venudhar; Reddy, Jagadesh C.; Vadavalli, Pravin K.; Praveen, Smita; Wairagade, Nikhilesh Anil; Pettey, Jeff",,,Effectiveness of simulation-based training for manual small incision cataract surgery among novice surgeons: a randomized controlled trial,SCIENTIFIC REPORTS,,,,,,,,,,,,"This study was designed to determine the effect of a novel simulation-based training curriculum for scleral tunnel construction in manual small incision cataract surgery (MSICS) compared with traditional training. In this multicenter, investigator-masked, randomized clinical trial, resident surgeons within 3 months of matriculation with minimal or no prior experience with MSICS were assigned either to simulation-based training, the Experimental Group (EG), or to conventional training, the Control Group (CG). EG residents were trained to perform scleral tunnel construction using a simulation-based curriculum (HelpMeSee Eye Surgery Simulator), while residents in the CG followed institution-specific curriculum before progressing to live surgery. Surgical videos of the first 20 attempts at tunnel construction were reviewed by masked video raters. The primary outcome was the total number of any of 9 pre-specified errors. On average, the total number of errors was 9.25 (95% CI 0-18.95) in the EG and 17.56 (95% CI 6.63-28.49) in the CG (P=0.05); the number of major errors was 4.86 (95% CI 0.13-9.59) in the EG and 10.09 (95% CI 4.76-15.41) in the CG (P=0.02); and the number of minor errors was 4.39 (95% CI 0-9.75) in the EG and 7.47 (95% CI 1.43-13.51) in the CG (P=0.16). These results support that novice surgeons trained using the novel simulation-based curriculum performed fewer errors in their first 20 attempts at tunnel construction compared to those trained with a conventional curriculum.",,,,,,,,,,,,,,,,,2045-2322,,,,,MAY 26,2021,11,1,,,,,,,10945,10.1038/s41598-021-90410-4,,,,,,,WOS:000659146000001,34040056,,,,,
J,"Jaber, S; Rolle, A; Godet, T; Terzi, N; Riu, B; Asfar, P; Bourenne, J; Ramin, S; Lemiale, V; Quenot, JP; Guitton, C; Prudhomme, E; Quemeneur, C; Blondonnet, R; Biais, M; Muller, L; Ouattara, A; Ferrandiere, M; Saint-Leger, P; Rimmele, T; Pottecher, J; Chanques, G; Belafia, F; Chauveton, C; Huguet, H; Asehnoune, K; Futier, E; Azoulay, E; Molinari, N; De Jong, A",,,,"Jaber, Samir; Rolle, Amelie; Godet, Thomas; Terzi, Nicolas; Riu, Beatrice; Asfar, Pierre; Bourenne, Jeremy; Ramin, Severin; Lemiale, Virginie; Quenot, Jean-Pierre; Guitton, Christophe; Prudhomme, Eloi; Quemeneur, Cyril; Blondonnet, Raiko; Biais, Mathieu; Muller, Laurent; Ouattara, Alexandre; Ferrandiere, Martine; Saint-Leger, Piehr; Rimmele, Thomas; Pottecher, Julien; Chanques, Gerald; Belafia, Fouad; Chauveton, Claire; Huguet, Helena; Asehnoune, Karim; Futier, Emmanuel; Azoulay, Elie; Molinari, Nicolas; De Jong, Audrey",,STYLETO Trial Grp,"Effect of the use of an endotracheal tube and stylet versus an endotracheal tube alone on first-attempt intubation success: a multicentre, randomised clinical trial in 999 patients",INTENSIVE CARE MEDICINE,,,,,,,,,,,,"Purpose The effect of the routine use of a stylet during tracheal intubation on first-attempt intubation success is unclear. We hypothesised that the first-attempt intubation success rate would be higher with tracheal tube + stylet than with tracheal tube alone. Methods In this multicentre randomised controlled trial, conducted in 32 intensive care units, we randomly assigned patients to tracheal tube + stylet or tracheal tube alone (i.e. without stylet). The primary outcome was the proportion of patients with first-attempt intubation success. The secondary outcome was the proportion of patients with complications related to tracheal intubation. Serious adverse events, i.e., traumatic injuries related to tracheal intubation, were evaluated. Results A total of 999 patients were included in the modified intention-to-treat analysis: 501 (50%) to tracheal tube + stylet and 498 (50%) to tracheal tube alone. First-attempt intubation success occurred in 392 patients (78.2%) in the tracheal tube + stylet group and in 356 (71.5%) in the tracheal tube alone group (absolute risk difference, 6.7; 95%CI 1.4-12.1; relative risk, 1.10; 95%CI 1.02-1.18; P = 0.01). A total of 194 patients (38.7%) in the tracheal tube + stylet group had complications related to tracheal intubation, as compared with 200 patients (40.2%) in the tracheal tube alone group (absolute risk difference, - 1.5; 95%CI - 7.5 to 4.6; relative risk, 0.96; 95%CI 0.83-1.12; P = 0.64). The incidence of serious adverse events was 4.0% and 3.6%, respectively (absolute risk difference, 0.4; 95%CI, - 2.0 to 2.8; relative risk, 1.10; 95%CI 0.59-2.06. P = 0.76). Conclusions Among critically ill adults undergoing tracheal intubation, using a stylet improves first-attempt intubation success.",,,,,"TERZI, Nicolas/0000-0003-4036-6245",,,,,,,,,,,,0342-4642,1432-1238,,,,JUN,2021,47,6,,,,,653,664,,10.1007/s00134-021-06417-y,,MAY 2021,,,,,WOS:000654157800002,34032882,,,,,
J,"Beattie, S",,,,"Beattie, Stuart",,Alliance Regenerative Med ARM; European Federation Pharmaceutical; European Assoc Bioind EuropaBio,Call for More Effective Regulation of Clinical Trials with Advanced Therapy Medicinal Products Consisting of or Containing Genetically Modified Organisms in the European Union,HUMAN GENE THERAPY,,,,,,,,,,,,"Advanced therapy medicinal products (ATMPs), such as gene therapies that consist of or contain genetically modified organisms (GMOs) need to comply with the European Union (EU) GMO legislation, as implemented in each EU Member State, before a clinical trial can commence. Complying with GMO requirements is complex, varies significantly across EU Member States and is leading to delays to clinical trials with ATMPs. Such delays and varying implementation of the GMO legislation makes the EU less attractive as a region to conduct clinical trials with investigational gene therapies. This is detrimental to EU patients, since their timely access to these transformative potentially curative medicines is delayed. Despite recent initiatives coordinated by the European Commission (EC) to facilitate and reduce discrepancies across the EU regarding the application of the GMO requirements, it remains particularly difficult to conduct multicenter clinical trials with ATMPs containing or consisting of GMOs involving several EU Member States. The recent decision for the EC to temporarily derogate potential coronavirus disease 2019 treatments and vaccines from some provisions of the GMO requirements was made on the basis of a clear recognition of such complexities and resulting delays to clinical development. The Alliance for Regenerative Medicine, the European Federation of Pharmaceutical Industries and Associations, and the European Association for Bioindustries call upon the EC, together with national competent authorities, to exempt ATMPs containing or consisting of GMOs from the GMO legislation. Such a simplification will eliminate the delays currently reported to occur when submitting environmental risk assessments and GMO applications to the national competent authorities. An exemption from GMO requirements will make the EU a more attractive region for clinical development of gene therapies and could accelerate European patients' access to these potentially life-saving medicines. Maintaining a system for GMO assessment that is different across countries may also prevent ATMPs from realizing the full benefits of a harmonized clinical trial approval process under the Clinical Trials Regulation. The undersigned organizations to this publication urge the EC to use its right of initiative to put forward a legislative proposal to exempt ATMPs in clinical development from the EU GMO legislation, within the timeframe proposed in the 2020 EU Pharmaceutical Strategy (by 2022). Implementation of a GMO exemption scheme before the end of the transition period for the Clinical Trial Regulation (the end of 2023) is important to avoid new Clinical Trial Application submissions for ATMPs under the Clinical Trial Regulation having to conduct the whole GMO assessment process in parallel. It is considered that ATMPs pose negligible risk to the environment. Such ATMPs include the following: human somatic cells modified ex vivo; recombinant virus-based vectors, including those containing genome editing nucleic acid sequences (which may also be delivered nonvirally); and bacterial vectors. Outside of controlled storage conditions, gene therapies cannot survive for any appreciable length of time. Upon clinical administration, any recombinant gene therapy viral vector particles that do not enter host cells are diluted within the body and if excreted are in such low multiplicity to no longer be viable or considered infectious to persons, animals, or living organisms within the environment. Any nucleic acids released into the environment are rapidly degraded.",,,,,,,,,,,,,,,,,1043-0342,1557-7422,,,,,,,,,,,,,,,10.1089/hum.2021.058,,MAY 2021,,,,,WOS:000653492700001,33843251,,,,,
J,"Aalaei, S; Khoshrounejad, F; Saleh, LA; Amini, M",,,,"Aalaei, Shokoufeh; Khoshrounejad, Farnaz; Saleh, Lahya Afshari; Amini, Mahnaz",,,Design of a Mobile Application and Evaluation of Its Effects on Psychological Parameters of Covid-19 Inpatients: A Protocol for a Randomized Controlled Trial,FRONTIERS IN PSYCHIATRY,,,,,,,,,,,,"Background: Panic of the disease and the associated concerns can lower the quality of life and physical performance. As long as the COVID-19 pandemic is ever on the rise, the psychological pandemic of the disease is on the rise, too. The high prevalence of COVID-19 has further increased physicians' work pressure. Patients' needs are not met adequately by physicians. It seems essential to use aids to monitor patients' needs and serve them properly. Thus, in the present research, suggestions are made on how to evaluate patients' physical and psychological conditions during the treatment via a mobile application. Methods and Analysis: The present research is a randomized, two parallel-group, controlled trial. One-hundred-twelve inpatients diagnosed with the coronavirus will be assigned randomly to the control and intervention groups. In the intervention group, a mobile application will be provided to educate patients, establish two-way interactions between patients and care providers and record patients' symptoms. Those in the control group will receive the usual care. The primary outcome is the change to the depression anxiety stress scales-21 (DASS-21) score from the baseline to 2 weeks after discharge from hospital. It will be measured at the baseline, at the time of discharge, and two weeks later. Ethics and Dissemination: The Ethics committee of Mashhad University of Medical Sciences' approval date was 2020-04-19 with IR.MUMS.REC.1399.118 reference code. Thus far, participants' recruitment has not been completed and is scheduled to end in March 2021. The results will be disseminated in a peer-reviewed journal.",,,,,,,,,,,,,,,,,1664-0640,,,,,MAY 24,2021,12,,,,,,,,612384,10.3389/fpsyt.2021.612384,,,,,,,WOS:000658154900001,34108892,,,,,
J,"Wanyonyi, K; Couch, C; John, J; Louca, C",,,,"Wanyonyi, Kristina; Couch, Courtney; John, Jeyanthi; Louca, Chris",,,e-Oral health interventions for older patients in an outreach primary dental care centre: A pilot trial nested acceptability study,GERODONTOLOGY,,,,,,,,,,,,"Objective: To compare the acceptability and perceived helpfulness of an e-Oral Health intervention in form of text messages versus standard dental leaflets provided after a dental visit to patients aged 65 years and over. Background: Oral health care needs for older people are increasing. Remote interventions using e-Health can ensure oral care is provided despite physical hindrances or situations where dental appointments are limited such as has happened more widely during the COVID-19 pandemic. Materials and methods: Mixed-method nested study within a pilot trial. Dental patients (n = 150) at an outreach primary dental care centre, >= 65 years old, were recruited and randomly allocated to e-Oral health text messages or leaflet intervention arms. Post-intervention (6 months), participants responded to open and closed-ended two-way survey phone texts. Survey questions investigated: (a) whether they would recommend the intervention, (b) intervention helpfulness and (c) OPEN feedback. Average helpfulness scores (Scale:1= Very Helpful to 5= Not Helpful at All) were compared for each arm using Independent Sample t-test. Percentage of participants providing positive recommendations in each arm were compared using chi-squared tests. Qualitative findings were analysed using thematic analysis. Results: N = 68 (45%) responded. Mean helpfulness scores in text group M = 2.2, SD=1.1) and leaflet group M = 2.3, SD=1.9, P = .29. Amongst the text arm respondents, 89% compared with 68.2% in leaflet arm; P = .005 would recommend the intervention. Four qualitative themes were outlined: intervention approach, content, behavioural impact and recommendations. Conclusion: e-Oral Health text interventions are acceptable and helpful to older people, but these messages need to be tailored.",,,,,"louca, chris/0000-0002-7925-8068; Wanyonyi, Kristina/0000-0003-2320-6805",,,,,,,,,,,,0734-0664,1741-2358,,,,,,,,,,,,,,,10.1111/ger.12562,,MAY 2021,,,,,WOS:000652361900001,34018237,,,,,
J,"Cozzolino, M; Celia, G; Girelli, L; Limone, P",,,,"Cozzolino, Mauro; Celia, Giovanna; Girelli, Laura; Limone, Pierpaolo",,,"Effects of the Brain Wave Modulation Technique Administered Online on Stress, Anxiety, Global Distress, and Affect During the First Wave of the COVID-19 Pandemic: A Randomized Clinical Trial",FRONTIERS IN PSYCHOLOGY,,,,,,,,,,,,"This study aims to evaluate the effects of an innovative mind-body practice named the brain wave modulation technique (BWM-T) on stress, anxiety, global distress, and affect. The technique was administered online through a web-based video conferencing platform. The intervention started on week four of the first quarantine in Italy (week commencing 30th March 2020), for a duration of 4 weeks and ended before lockdown measures were loosened. 310 people participated in the study, mean age 28.73 years old (SD = 9.16), 77.8% women. Of these, about half were randomly assigned to the experimental group and the other half served as controls. Participants completed online psychological tests before and after the intervention. 266 people (144 experimental, 122 controls) completed the post-intervention tests. Consistent with our hypothesis, the study's findings indicate a reduction in the levels of stress, anxiety, global distress, and negative affect in the experimental group, compared to the control group. Moreover, the experimental group also showed higher levels of positive affect, compared to controls after the intervention. The present findings add to the current literature in suggesting that the BWM-T reduced stress not only when administered face-to face but also when administered online during the COVID-19 pandemic. Moreover, we also noted that the BWM-T has an effect on anxiety, global distress, and affect, which we had not investigated in previous studies.",,,,,,,,,,,,,,,,,1664-1078,,,,,MAY 19,2021,12,,,,,,,,635877,10.3389/fpsyg.2021.635877,,,,,,,WOS:000656941800001,34093317,,,,,
J,"Rahimi, H; Allahyari, A; Azimi, SA; Kamandi, M; Mozaheb, Z; Zemorshidi, F; Khadem-Rezaiyan, M; Bary, A; Seddigh-Shamsi, M; Nodeh, MM",,,,"Rahimi, H.; Allahyari, A.; Ataei Azimi, S.; Kamandi, M.; Mozaheb, Z.; Zemorshidi, F.; Khadem-Rezaiyan, M.; Bary, A.; Seddigh-Shamsi, M.; Nodeh, M. Moeini",,,Effect of hydroxychloroquine on COVID-19 prevention in cancer patients undergoing treatment: study protocol for a randomized controlled trial,TRIALS,,,,,,,,,,,,"Objectives: In this study, we will investigate the effect of hydroxychloroquine on the prevention of novel coronavirus disease (COVID-19) in cancer patients being treated. Trial design: This is a two-arm, parallel-group, triple-blind, phase 2-3 randomized controlled trial. Participants: All patients over the age of 15 years from 5 types of cancer will be included in the study. Patients with acute lymphoid and myeloid leukemias in the first line treated with curative intent, patients with high-grade non-Hodgkin's lymphoma treated with leukemia regimens, and patients with non-metastatic breast and colon cancer in the first line of treatment will enter the study. Intervention and comparator: Patients are randomly assigned to two groups: one being given hydroxychloroquine and the other is given placebo. During 2 months of treatment, the two groups will be treated with hydroxychloroquine every other day with a single 200-mg tablet (Amin (R) Pharmaceutical Company, Isfahan, Iran) or placebo (identical in terms of shape, color, and smell). Patients will be monitored for COVID-19 symptoms during follow-up period. If any COVID-19-related signs or symptoms occur, they will be examined, thoroughly, investigated with a high resolution computerize tomography (CT) scan of the lungs and nasopharyngeal swab assessed by RT-PCR for SARS-CoV-2 virus. This study will be performed in five centers affiliated to Mashhad University of Medical Sciences, Mashhad, Iran. Main outcomes: The primary end point of this study is to investigate the incidence of COVID-19 in patients being treated for their cancer and receiving prophylactic Hydroxychloroquine. Randomization: Randomization will be performed using random permuted blocks. By using online website (www. randomization.com), the randomization sequence will be produced by quadruple blocks. The allocation ratio in intervention and control groups is 1:1. Blinding (masking): Participants and caregivers do not know whether the patient is in the intervention or the control group. Those assessing the outcomes and data analyzer are also blinded to group assignment. Sample size: The calculated total sample size is 60 patients, with 30 patients in each group.",,,,"Nodeh, Mohammad Moeini/ABC-2015-2020","Nodeh, Mohammad Moeini/0000-0002-3713-7671",,,,,,,,,,,,,1745-6215,,,,MAY 19,2021,22,1,,,,,,,349,10.1186/s13063-021-05292-8,,,,,,,WOS:000657704700004,34011413,,,,,
J,"Leach, A; Miller, A; Bentley, E; Mattiuzzo, G; Thomas, J; McAndrew, C; Van Montfort, R; Rabbitts, T",,,,"Leach, Adam; Miller, Ami; Bentley, Emma; Mattiuzzo, Giada; Thomas, Jemima; McAndrew, Craig; Van Montfort, Rob; Rabbitts, Terence",,,Implementing a method for engineering multivalency to substantially enhance binding of clinical trial anti-SARS-CoV-2 antibodies to wildtype spike and variants of concern proteins,SCIENTIFIC REPORTS,,,,,,,,,,,,"Infection by the severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2) causes COVID-19 disease. Therapeutic antibodies are being developed that interact with the viral spike proteins to limit viral infection of epithelium. We have applied a method to dramatically improve the performance of anti-SARS-CoV-2 antibodies by enhancing avidity through multimerization using simple engineering to yield tetrameric antibodies. We have re-engineered six anti-SARS-CoV-2 antibodies using the human p53 tetramerization domain, including three clinical trials antibodies casirivimab, imdevimab and etesevimab. The method yields tetrameric antibodies, termed quads, that retain efficient binding to the SARS-CoV-2 spike protein, show up to two orders of magnitude enhancement in neutralization of pseudovirus infection and retain potent interaction with virus variant of concern spike proteins. The tetramerization method is simple, general and its application is a powerful methodological development for SARS-CoV-2 antibodies that are currently in pre-clinical and clinical investigation.",,,,,,,,,,,,,,,,,2045-2322,,,,,MAY 18,2021,11,1,,,,,,,10475,10.1038/s41598-021-89887-w,,,,,,,WOS:000658858500007,34006961,,,,,
J,"Bian, HJ; Zheng, ZH; Wei, D; Wen, AD; Zhang, Z; Lian, JQ; Kang, WZ; Hao, CQ; Wang, J; Xie, RH; Dong, K; Xia, JL; Miao, JL; Kang, W; Li, GQ; Zhang, D; Zhang, MR; Sun, XX; Ding, LK; Zhang, K; Jia, JF; Ding, J; Li, ZQ; Jia, YY; Liu, LN; Zhang, Z; Gao, ZW; Du, H; Yao, N; Wang, Q; Wang, K; Geng, JJ; Wang, B; Guo, T; Chen, R; Zhu, YM; Wang, LJ; He, Q; Yao, RR; Shi, Y; Yang, XM; Zhou, JS; Ma, YN; Wang, YT; Liang, X; Huo, F; Wang, Z; Zhang, Y; Yang, X; Zhang, Y; Gao, LH; Wang, L; Chen, XC; Tang, H; Liu, SS; Wang, QY; Chen, ZN; Zhu, P",,,,"Bian, Huijie; Zheng, Zhao-Hui; Wei, Ding; Wen, Aidong; Zhang, Zheng; Lian, Jian-Qi; Kang, Wen-Zhen; Hao, Chun-Qiu; Wang, Jing; Xie, Rong-Hua; Dong, Ke; Xia, Jie-Lai; Miao, Jin-Lin; Kang, Wen; Li, Guoquan; Zhang, Di; Zhang, Mingru; Sun, Xiu-Xuan; Ding, Likun; Zhang, Kui; Jia, Junfeng; Ding, Jin; Li, Zhiqin; Jia, Yanyan; Liu, Lin-Na; Zhang, Zhe; Gao, Zhao-Wei; Du, Hong; Yao, Na; Wang, Qing; Wang, Ke; Geng, Jie-Jie; Wang, Bin; Guo, Ting; Chen, Ruo; Zhu, Yu-Meng; Wang, Li-Juan; He, Qian; Yao, Rui-Rui; Shi, Ying; Yang, Xiang-Min; Zhou, Jian-Sheng; Ma, Yi-Nan; Wang, Ya-Tao; Liang, Xue; Huo, Fei; Wang, Zhe; Zhang, Yang; Yang, Xu; Zhang, Ye; Gao, Lu-Hua; Wang, Ling; Chen, Xiao-Chun; Tang, Hao; Liu, Shuang-Shuang; Wang, Qing-Yi; Chen, Zhi-Nan; Zhu, Ping",,,Safety and efficacy of meplazumab in healthy volunteers and COVID-19 patients: a randomized phase 1 and an exploratory phase 2 trial,SIGNAL TRANSDUCTION AND TARGETED THERAPY,,,,,,,,,,,,"Recent evidence suggests that CD147 serves as a novel receptor for severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection. Blocking CD147 via anti-CD147 antibody could suppress the in vitro SARS-CoV-2 replication. Meplazumab is a humanized anti-CD147 IgG(2) monoclonal antibody, which may effectively prevent SARS-CoV-2 infection in coronavirus disease 2019 (COVID-19) patients. Here, we conducted a randomized, double-blinded, placebo-controlled phase 1 trial to evaluate the safety, tolerability, and pharmacokinetics of meplazumab in healthy subjects, and an open-labeled, concurrent controlled add-on exploratory phase 2 study to determine the efficacy in COVID-19 patients. In phase 1 study, 59 subjects were enrolled and assigned to eight cohorts, and no serious treatment-emergent adverse event (TEAE) or TEAE grade >= 3 was observed. The serum and peripheral blood C-max and area under the curve showed non-linear pharmacokinetic characteristics. No obvious relation between the incidence or titer of positive anti-drug antibody and dosage was observed in each cohort. The biodistribution study indicated that meplazumab reached lung tissue and maintained >14 days stable with the lung tissue/cardiac blood-pool ratio ranging from 0.41 to 0.32. In the exploratory phase 2 study, 17 COVID-19 patients were enrolled, and 11 hospitalized patients were involved as concurrent control. The meplazumab treatment significantly improved the discharged (P = 0.005) and case severity (P = 0.021), and reduced the time to virus negative (P = 0.045) in comparison to the control group. These results show a sound safety and tolerance of meplazumab in healthy volunteers and suggest that meplazumab could accelerate the recovery of patients from COVID-19 pneumonia with a favorable safety profile.",,,,,,,,,,,,,,,,,2095-9907,2059-3635,,,,MAY 17,2021,6,1,,,,,,,,10.1038/s41392-021-00603-6,,,,,,,WOS:000658431200002,34001849,,,,,
J,"Peluso, MJ; Dee, L; Shao, S; Taylor, J; Campbell, D; Collins, S; Gandhi, M; Johnston, R; Deeks, SG; Sauceda, JA; Dube, K",,,,"Peluso, Michael J.; Dee, Lynda; Shao, Shirley; Taylor, Jeff; Campbell, Danielle; Collins, Simon; Gandhi, Monica; Johnston, Rowena; Deeks, Steven G.; Sauceda, John A.; Dube, Karine",,,Operationalizing Human Immunodeficiency Virus Cure-related Trials with Analytic Treatment Interruptions During the Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Pandemic: A Collaborative Approach,CLINICAL INFECTIOUS DISEASES,,,,,,,,,,,,"Efforts to recognize and minimize the risk to study participants will be necessary to safely and ethically resume scientific research in the context of the ongoing severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) pandemic. These efforts are uniquely challenging in the context of human immunodeficiency virus (HIV) cure clinical trials, which often involve complex experimental therapy regimens and perhaps analytic treatment interruption, in which participants pause antiretroviral therapy. In this viewpoint, we discuss our approach to reopening an HIV cure trial in this context, with a focus on key considerations regarding study design, informed consent and participant education, and study implementation. These recommendations might be informative to other groups seeking to resume HIV cure research in settings similar to ours.",,,,,"Johnston, Rowena/0000-0002-5027-737X",,,,,,,,,,,,1058-4838,1537-6591,,,,MAY 15,2021,72,10,,,,,1843,1849,,10.1093/cid/ciaa1260,,,,,,,WOS:000661516500071,32841311,,,,,
J,"Ren, LL; Fan, GH; Wu, WJ; Guo, L; Wang, YM; Li, X; Wang, CH; Gu, XY; Li, CH; Wang, Y; Wang, G; Zhou, F; Liu, ZB; Ge, Q; Zhang, Y; Li, H; Zhang, LL; Xu, JY; Wang, C; Wang, JW; Cao, B",,,,"Ren, Lili; Fan, Guohui; Wu, Wenjuan; Guo, Li; Wang, Yeming; Li, Xia; Wang, Conghui; Gu, Xiaoying; Li, Caihong; Wang, Ying; Wang, Geng; Zhou, Fei; Liu, Zhibo; Ge, Qing; Zhang, Yi; Li, Hui; Zhang, Lulu; Xu, Jiuyang; Wang, Chen; Wang, Jianwei; Cao, Bin",,,Antibody Responses and Clinical Outcomes in Adults Hospitalized With Severe Coronavirus Disease 2019 (COVID-19): A Post hoc Analysis of LOTUS China Trial,CLINICAL INFECTIOUS DISEASES,,,,,,,,,,,,"Background. The characteristics of neutralizing antibodies (NAbs) and antibody against major antigen proteins related to clinical outcomes in severe coronavirus disease 2019 (COVID-19) patients were still less known. Methods. NAbs and antibodies targeting nucleocapsid (N), spike protein (S), and the receptor-binding domain (RBD) in longitudinal plasma samples from the LOTUS China trial were measured by microneutralization assay and enzyme-linked immunosorbent assay (ELISA). Viral load was determined by real-time reverse transcription polymerase chain reaction (RT-PCR). A total of 576 plasma and 576 throat swabs were collected from 191 COVID-19 patients. Antibody titers related to adverse outcome and clinical improvement were analyzed. Multivariable adjusted generalized linear mixed model for random effects were developed. Results. After day 28 post symptoms onset, the rate of antibody positivity reached 100% for RBD-immunoglobulin M (IgM), 97.8% for S-IgM, 100% for N-immunoglobulin G (IgG), 100% for RBD-IgG, 91.1% for N-IgM, and 91.1% for NAbs. The NAbs titers increased over time in both survivors and nonsurvivors and correlated to IgG antibodies against N, S, and RBD, whereas its presence showed no statistical correlation with death. N-IgG (slope -2.11, 95% confidence interval [CI] -3.04 to -1.18, P < .0001), S-IgG (slope -2.44, 95% CI -3.35 to -1.54, P < .0001), and RBD-IgG (slope -1.43, 95% CI -1.98 to -.88, P < .0001) were negatively correlated with viral load. S-IgG titers were lower in nonsurvivors than survivors (P = .020) at week 4 after symptoms onset. Conclusions. IgM and IgG against N, S, and RBD and NAbs developed in most severe COVID-19 patients and do not correlate clearly with clinical outcomes. The levels of IgG antibodies against N, S, and RBD were related to viral clearance.",,,,"Wang, Jianwei/W-5916-2019","Wang, Chen/0000-0001-7857-5435",,,,,,,,,,,,1058-4838,1537-6591,,,,MAY 15,2021,72,10,,,,,E545,E551,,10.1093/cid/ciaa1247,,,,,,,WOS:000661516500014,32840287,,,,,
J,"AlQahtani, M; Abdulrahman, A; Almadani, A; Alali, SY; Al Zamrooni, AM; Hejab, AH; Conroy, RM; Wasif, P; Otoom, S; Atkin, SL; Abduljalil, M",,,,"AlQahtani, Manaf; Abdulrahman, Abdulkarim; Almadani, Abdulrahman; Alali, Salman Yousif; Al Zamrooni, Alaa Mahmood; Hejab, Amal Hamza; Conroy, Ronan M.; Wasif, Pearl; Otoom, Sameer; Atkin, Stephen L.; Abduljalil, Manal",,,Randomized controlled trial of convalescent plasma therapy against standard therapy in patients with severe COVID-19 disease,SCIENTIFIC REPORTS,,,,,,,,,,,,"Convalescent plasma (CP) therapy in COVID-19 disease may improve clinical outcome in severe disease. This pilot study was undertaken to inform feasibility and safety of further definitive studies. This was a prospective, interventional and randomized open label pilot trial in patients with severe COVID-19. Twenty COVID-19 patients received two 200 ml transfusions of convalescent patient CP over 24-h compared with 20 who received standard of care. The primary outcome was the requirement for ventilation (non-invasive or mechanical ventilation). The secondary outcomes were biochemical parameters and mortality at 28 days. The CP group were a higher risk group with higher ferritin levels (p<0.05) though respiratory indices did not differ. The primary outcome measure was required in 6 controls and 4 patients on CP (risk ratio 0.67, 95% CI 0.22-2.0, p=0.72); mean time on ventilation (NIV or MV) did not differ. There were no differences in secondary measures at the end of the study. Two patients died in the control and one patient in the CP arm. There were no significant differences in the primary or secondary outcome measures between CP and standard therapy, although a larger definitive study is needed for confirmation. However, the study did show that CP therapy appears to be safe in hospitalized COVID-19 patients with hypoxia.Clinical trials registration NCT04356534: 22/04/2020.",,,,"Wasif, Pearl/AAS-1886-2021","Wasif, Pearl/0000-0003-0385-8240",,,,,,,,,,,,2045-2322,,,,,MAY 11,2021,11,1,,,,,,,9927,10.1038/s41598-021-89444-5,,,,,,,WOS:000658755000004,33976287,,,,,
